847,591
9,440
157,6
39,282
749,128
886,257
763,468
210,126
603,77
955,547
243,469
722,715
787,609
882,183
49,806
188,705
943,331
679,164
80,931
904,368
909,726
133,759
803,786
951,830
980,769
614,450
327,141
134,706
622,753
212,52
889,714
161,845
133,801
589,666
859,479
936,64
549,610
834,148
198,745
314,167
70,749
615,376
692,43
590,702
493,859
46,656
427,295
903,439
311,277
330,144
108,212
25,18
464,508
112,462
529,531
643,17
317,69
116,279
217,631
599,958
810,29
963,245
582,453
415,426
519,462
31,964
387,636
920,849
864,419
957,636
828,340
643,58
233,471
185,320
568,286
749,8
921,105
867,401
317,767
389,926
833,456
872,864
118,79
721,474
168,130
342,632
605,868
80,850
222,496
33,243
838,583
883,125
275,660
217,55
633,661
695,20
631,878
482,198
587,3
329,103
846,459
728,0
306,588
189,984
61,544
579,557
708,113
214,630
235,260
232,590
470,800
705,891
716,852
111,43
338,507
750,878
275,311
468,700
720,380
741,778
556,600
648,310
537,119
670,800
382,980
741,545
145,763
843,222
506,968
87,158
367,825
737,160
339,335
859,942
319,412
902,526
357,425
885,97
195,295
302,911
949,507
466,931
276,420
894,311
158,883
465,222
324,794
831,869
46,793
933,455
352,75
715,108
565,783
63,588
949,37
225,908
356,53
529,304
328,523
147,977
555,302
912,819
347,266
180,207
311,982
496,271
456,147
967,946
16,174
82,205
922,568
21,954
306,220
257,171
657,916
780,597
453,913
152,569
895,442
621,164
954,819
21,543
747,312
263,448
967,573
109,363
864,721
849,72
615,946
625,215
771,697
335,905
523,14
461,578
41,80
271,198
555,56
132,834
706,161
917,59
320,826
119,128
123,802
71,163
556,445
103,663
745,855
719,570
790,587
773,427
657,260
882,942
165,270
409,322
638,856
481,545
613,597
298,784
762,653
158,470
329,470
624,359
217,203
556,672
850,527
444,554
740,8
398,881
951,633
5,524
198,804
209,901
752,11
836,572
589,907
62,381
981,701
624,799
704,775
61,201
498,571
615,322
573,260
318,795
134,750
816,487
525,53
456,940
750,754
886,44
31,205
789,716
604,434
251,835
576,915
716,186
530,800
975,356
478,905
369,260
554,388
639,260
785,892
454,999
867,597
259,869
756,943
905,116
982,114
265,118
287,604
176,425
324,169
365,931
165,275
315,636
5,753
681,321
619,892
823,167
279,218
384,308
974,13
129,904
804,349
785,59
134,459
509,686
336,884
212,767
264,960
755,610
404,256
831,28
644,302
676,561
500,744
386,199
95,448
352,256
468,102
649,402
639,292
234,213
172,551
92,674
844,572
727,352
611,766
629,686
505,546
222,200
765,603
74,560
162,54
706,436
771,699
144,317
873,612
139,422
861,276
778,263
43,170
646,118
989,899
926,334
61,187
316,780
975,809
332,277
974,274
856,692
8,731
124,71
738,523
343,81
976,5
443,984
201,482
290,761
424,757
461,800
583,300
288,476
534,507
657,762
75,845
932,665
1,688
206,942
131,385
377,890
508,168
413,259
199,478
42,927
903,504
593,78
450,371
510,446
64,681
687,145
913,177
137,200
428,363
725,93
885,608
201,598
177,807
336,681
224,882
533,871
232,994
230,288
533,229
3,821
463,894
